id,start_times,end_times,transcript
Module_10_Sampling_471,2886530,2890580,"we know the advantages, the disadvantages of those sampling techniques and we also know "
Module_10_Sampling_472,2890580,2897630,"which universe and which studies are the most use… suitable for. So, we need to know or "
Module_10_Sampling_473,2897630,2902300,the researcher needs to know that this is the kind of sampling technique that I would 
Module_10_Sampling_474,2902300,2907240,like to choose and he has to make sure that the universe that he has selected and the 
Module_10_Sampling_475,2907240,2913240,kind of sample size that he wants as well as the objectives of the research of his research 
Module_10_Sampling_476,2913240,2917650,are in tandem or in line with the choice of his sampling technique. 
Module_10_Sampling_477,2917650,2923020,"So, he has to be very objective, he has to be systematic, he has to be organized and "
Module_10_Sampling_478,2923020,2928390,he has to be unbiased as much as possible because the research without value and research 
Module_10_Sampling_479,2928390,2935740,without objectivity is no research at all. Next is that the researcher must avoid arbitrary 
Module_10_Sampling_480,2935740,2941850,"alteration, so the researcher should not give into that urge of arbitrarily altering altering "
Module_10_Sampling_481,2941850,2946260,"something. If he has decided something, if he has planned for a sampling design and he "
Module_10_Sampling_482,2946260,2950920,"has provided for points in the sampling design, he must adhere to those points and he should "
Module_10_Sampling_483,2950920,2954790,not be lazy in not adhering to those points. 
Module_10_Sampling_484,2954790,2959100,"Sampling errors must be avoided as much as possible, that we have already seen how that "
Module_10_Sampling_485,2959100,2963830,can be done. We need to be very sure of what kind of sampling technique are we looking 
Module_10_Sampling_486,2963830,2968950,"at, what kind of sampling techniques do we want to use and what kind of sample size are "
Module_10_Sampling_487,2968950,2974340,we wanting to seek. Next thing is we need to know what kind of data collection are we 
Module_10_Sampling_488,2974340,2978470,"looking at, what are the respondents from whom we will be collecting data and according "
Module_10_Sampling_489,2978470,2981280,to that we need to select the sampling technique. 
Module_10_Sampling_490,2981280,2986870,We need to be very unbiased and professional when we are selecting the sample so that our 
Module_10_Sampling_491,2986870,2992560,own bias does not come into picture and we do not select a wrong sample. A wrongly selected 
Module_10_Sampling_492,2992560,3000080,sample would in the end affect the study results and it would lead to sampling errors.  
Module_10_Sampling_493,3000080,3006390,"Finally, and definitely not the least important is the objective of the entire research, which "
Module_10_Sampling_494,3006390,3008630,we talked about in the sampling design also. 
Module_10_Sampling_495,3008630,3014380,Objective of the research is the guiding light right from the time when we formulate the 
Module_10_Sampling_496,3014380,3020700,research problem to the time when we are writing the research report and same holds true for sampling also. 
Module_10_Sampling_497,3020700,3024420,"In the process of sampling, we need to constantly remind ourselves or "
Module_10_Sampling_498,3024420,3031150,the researcher needs to constantly remind himself what is the objective of his research. 
Module_10_Sampling_499,3031150,3037700,"Summing up, we read about concept of sampling, we knew about universe, we read about some "
Module_10_Sampling_500,3037700,3043200,"important terms like universe, population parameters. We read about how universe is "
Module_10_Sampling_501,3043200,3048920,"composed of many units and how those units can be formed into a sample, which is a mini "
Module_10_Sampling_502,3048920,3054020,representation of the entire universe. We read about the importance of sampling that 
Module_10_Sampling_503,3054020,3060690,why do we not study the whole universe and in lieu of studying the universe we study the sample. 
Module_10_Sampling_504,3060690,3065880,"Next, we studied the sampling design. There are various steps in a sampling design which "
Module_10_Sampling_505,3065880,3071330,need to be followed for preparing a particular design and we need to follow it. If we have 
Module_10_Sampling_506,3071330,3076370,"a guiding light, we will be able to do our sampling in a very systematic and organized "
Module_10_Sampling_507,3076370,3082550,"manner. We studied various kinds of sampling techniques. Before that, we read about classification "
Module_10_Sampling_508,3082550,3086440,"of sampling in probability, non-probability and mixed sampling. "
Module_10_Sampling_509,3086440,3092340,"Thereafter, we did various types of sampling techniques and we study their salient features, "
Module_10_Sampling_510,3092340,3097150,"advantages and disadvantages. Now, we do know that what kind of sampling tech… techniques "
Module_10_Sampling_511,3097150,3101890,would be more useful for a particular study and for a particular universe. Last but not 
Module_10_Sampling_512,3101890,3106900,"the least we studied important principles of sampling. In important principles of sampling, "
Module_10_Sampling_513,3106900,3112500,we came across some precautions that the researcher has to always take whether he is making his 
Module_10_Sampling_514,3112500,3118240,sampling design or he is conducting sampling by using any of the sampling techniques that 
Module_10_Sampling_515,3118240,3118760,he has studied.  
Module_13_Data_Analysis_0,31230,38000,"I am Deepika Prakash from National Law University, Delhi. The topic of this presentation is Data "
Module_13_Data_Analysis_1,38000,57050,"Analysis under the subject of Research Methodology. In every research, there are certain common "
Module_13_Data_Analysis_2,57050,65250,"steps that the researcher follows. They are, firstly, the researcher defines a problem. "
Module_13_Data_Analysis_3,65250,73680,Then he goes on to review the available literature on that problem. Then he formulates hypothesis 
Module_13_Data_Analysis_4,73680,78270,or research questions as the case may be. 
Module_13_Data_Analysis_5,78270,84890,"Then he creates a research design, on the basis of this research design he goes on to "
Module_13_Data_Analysis_6,84890,93090,further collect data with the help of various tools of data collection. Once the data is 
Module_13_Data_Analysis_7,93090,102110,"collected, this data is processed, analyzed and interpreted. And then the final step in "
Module_13_Data_Analysis_8,102110,106330,the research is writing of  research report. 
Module_13_Data_Analysis_9,106330,114020,Data Analysis is an important step in the entire process of research. Data alone in 
Module_13_Data_Analysis_10,114020,122099,both whether qualitative or qualitative research is insufficient until it is carefully processed 
Module_13_Data_Analysis_11,122099,130069,and scientifically analyzed and interpreted. The present presentation deals with only how 
Module_13_Data_Analysis_12,130069,134120,quantitative research data must be analyzed. 
Module_13_Data_Analysis_13,134120,141850,"Now, coming to the meaning of data analysis. Wilkinson and Bhandarkar defines data analysis "
Module_13_Data_Analysis_14,141850,151239,as a number of closely related operations that are performed with the purpose of summarizing 
Module_13_Data_Analysis_15,151239,158730,the collected data and organizing these in such a manner that they will need answers 
Module_13_Data_Analysis_16,158730,167579,to the research questions. Or suggest hypotheses of questions if no such questions or hypothesis 
Module_13_Data_Analysis_17,167579,173659,has been there at the initiation of the study. 
Module_13_Data_Analysis_18,173659,182040,"Another meaning is given by CR Kothari, who explains analysis as computation of certain "
Module_13_Data_Analysis_19,182040,190910,measures along with searching for patterns of relationship that exists among data groups. 
Module_13_Data_Analysis_20,190910,199609,"He further goes on to quote G.B. Giles saying that “in the process of analysis, relationships "
Module_13_Data_Analysis_21,199609,207390,"or differences, supporting or conflicting with original or new hypothesis should be "
Module_13_Data_Analysis_22,207390,215720,subject to statistical tests of significance to determine with what validity data can be 
Module_13_Data_Analysis_23,215720,219470,set to indicate any conclusion”. 
Module_13_Data_Analysis_24,219470,228989,"Now, general understanding is that data analysis, data processing and data interpretation are "
Module_13_Data_Analysis_25,228989,236969,"one and the same. However, this is not true. All these three steps are very distinctive "
Module_13_Data_Analysis_26,236969,245109,"steps in the entire research process. Quoting Professor John Gauing, “processing of data "
Module_13_Data_Analysis_27,245109,252959,"refers to concentrating, recasting and dealing with the data, so that they are as responsive "
Module_13_Data_Analysis_28,252959,260739,"to analysis, while analysis of data refers to seeing the data in the light of hypothesis "
Module_13_Data_Analysis_29,260739,269350,of research questions and the prevailing theories and drawing conclusions that are as amenable 
Module_13_Data_Analysis_30,269350,272440,to theory formation as possible”. 
Module_13_Data_Analysis_31,272440,280280,"Now, let us go ahead to understand the difference between them. First, that we are going to "
Module_13_Data_Analysis_32,280280,288180,"understand is the data processing. There are various steps under data processing, the first "
Module_13_Data_Analysis_33,288180,297170,"step being editing. Under editing, raw data that is collected is checked for errors, omissions, "
Module_13_Data_Analysis_34,297170,302000,"legibility, etcetera for further processing. "
Module_13_Data_Analysis_35,302000,310640,"The second step under data processing is coding, under it assign numerals or other na,... symbols "
Module_13_Data_Analysis_36,310640,319510,"to the answers is done. So, that responses can be put into a limited number of categories or classes.  "
Module_13_Data_Analysis_37,319510,328500,"Now, this coding can be pre or post. By pre poding, coding, codes being assigned, "
Module_13_Data_Analysis_38,328500,336490,"while the questions or interview schedule is being prepared that is, before thei,... "
Module_13_Data_Analysis_39,336490,341890,"they are prepared, the codes assigned. Whereas, under post coding, codes are assigned to the "
Module_13_Data_Analysis_40,341890,346280,answers after they have been collected. 
Module_13_Data_Analysis_41,346280,355590,Third step in data processing is classification. Most research studies result in a large volume 
Module_13_Data_Analysis_42,355590,362720,"of raw data, which must be reduced into homogeneous groups. If we are to make a meaningful relationship "
Module_13_Data_Analysis_43,362720,370570,"between them. This fact necessitates classification of data, which happens to be the process of "
Module_13_Data_Analysis_44,370570,378990,arranging data in groups or classes on the basis of common characteristics. Data having 
Module_13_Data_Analysis_45,378990,385500,"a common characteristic are placed in one char,... one class and in this way, the entire "
Module_13_Data_Analysis_46,385500,390980,data gets divided into number of groups or classes. 
Module_13_Data_Analysis_47,390980,399590,"Now, this classification further, maybe according to attributes or according to class intervals. "
Module_13_Data_Analysis_48,399590,407590,"Now, under attributes, they may be based on descriptive characteristics like sex or literacy. "
Module_13_Data_Analysis_49,407590,417390,"Or they may be based on numerical characteristics like weight or income. Under a class interval, "
Module_13_Data_Analysis_50,417390,424900,classification is based on numerical distinction like the difference in height between five 
Module_13_Data_Analysis_51,424900,430480,"and six feet, the difference of height between six to seven feet, etcetera. "
Module_13_Data_Analysis_52,430480,439740,Fourth step under data processing is tabulation. The process of summarizing raw data and displaying 
Module_13_Data_Analysis_53,439740,447290,the same in compact form mainly in the form of statistical tables for further analysis 
Module_13_Data_Analysis_54,447290,456180,"is known as tabulation. It makes research manageable, readable and understandable.  "
Module_13_Data_Analysis_55,456180,460730,"Now, tabulation is essential because of the following reasons. "
Module_13_Data_Analysis_56,460730,470220,"First, it conserves space and reduces explanatory and descriptive statements to a minimum.  "
Module_13_Data_Analysis_57,470220,477800,"Second, it facilitates the process of comparison. Third, it facilitates the summation of items "
Module_13_Data_Analysis_58,477800,487600,"and the detection of error as well as a omissions. Fourth, it provides the basis for various "
Module_13_Data_Analysis_59,487600,488640,statistical computation. 
Module_13_Data_Analysis_60,488640,497510,"Now, there are two types of table. First is a simple or also known as frequency distribution "
Module_13_Data_Analysis_61,497510,505520,"and second table is a complex or cross table. Now, coming to simple table under it the different "
Module_13_Data_Analysis_62,505520,511360,attributes are stated in the left hand column and the frequency or the extent of occurrence 
Module_13_Data_Analysis_63,511360,522050,"of each of these classed are written in the other column. In this, three things are essential. "
Module_13_Data_Analysis_64,522050,530320,"First, the class made must be mutually exclusive. Second, the tabulation must have internal "
Module_13_Data_Analysis_65,530320,537870,"logic and order, and three, the class interval must be carefully and reasonably selected. "
Module_13_Data_Analysis_66,537870,548959,"The following is an example of a univariant simple table, meaning that it has one variable. "
Module_13_Data_Analysis_67,548959,551899,"In this table, the variant is age. "
Module_13_Data_Analysis_68,551899,558050,"Coming to the next type of table, the complex table. Following is an example of a complex "
Module_13_Data_Analysis_69,558050,566029,"table by a multi variant table. They have more than one variable. As in this example, "
Module_13_Data_Analysis_70,566029,572430,income and sex of the population studied are the variables. These tables have become more 
Module_13_Data_Analysis_71,572430,576160,popular in the recent researchers. 
Module_13_Data_Analysis_72,576160,584060,"Now, coming to how a table is to be prepared, following are certain guidelines on it.  "
Module_13_Data_Analysis_73,584060,591089,"First guideline is, the title of the table. Give a suitable headline to each table, which should "
Module_13_Data_Analysis_74,591089,598980,"be short and appropriate. Second, sub headings and captions, give sub headings to different "
Module_13_Data_Analysis_75,598980,606829,"columns and rows. Captions are given to the various classifications made, like income, "
Module_13_Data_Analysis_76,606829,615230,"age, etcetera. Third guideline for preparing a table is the size of the column. Each column "
Module_13_Data_Analysis_77,615230,620540,"must have the correct size, which make them look more attractive. "
Module_13_Data_Analysis_78,620540,630760,"Next, arrangement of items in rows and columns. Items must be arranged in one order.  "
Module_13_Data_Analysis_79,630760,640670,"For example, alphabetically, chronologically. Next, total, columns must have different totals, each column "
Module_13_Data_Analysis_80,640670,648550,"having their own totals. Next, demarcation of columns, if columns have been divided further "
Module_13_Data_Analysis_81,648550,656040,"into subgroups, they should be in a suitable order and with sub headings, then footnotes, "
Module_13_Data_Analysis_82,656040,661559,if there is anything special about the table of figures which need to be brought to attention. 
Module_13_Data_Analysis_83,661559,668809,The same should be mentioned in a footnote to the table. 
Module_13_Data_Analysis_84,668809,676070,"Data interpretation, after data has been processed and analyzed, interpretation of data is done. "
Module_13_Data_Analysis_85,676070,682410,"Now, there is a fine line of difference between data processing and data interpretation.  "
Module_13_Data_Analysis_86,682410,690689,Interpretation leads to what the given research findings really mean. And what is the underlying generalization 
Module_13_Data_Analysis_87,690689,698839,which is manifested through the data which is collected. Further interpretation may be 
Module_13_Data_Analysis_88,698839,706600,"descriptive, analytical or theoretical as the researcher deems fit. Hence, under data "
Module_13_Data_Analysis_89,706600,713170,"interpretation, the conclusions that the researcher has reached after the data has been processed "
Module_13_Data_Analysis_90,713170,715730,and analyzed are further interpreted. 
Module_13_Data_Analysis_91,715730,722770,"Now, there, there are certain techniques of interpretation. The following are the same. "
Module_13_Data_Analysis_92,722770,730759,"First, researcher must be given reasonable explanation of the relation which he has founded "
Module_13_Data_Analysis_93,730759,737149,and the interpretation must be in the line of this relationship and the underlining process. 
Module_13_Data_Analysis_94,737149,743839,They also must be uniform and coherent in interpretation. 
Module_13_Data_Analysis_95,743839,750430,Second technique of interpretation is that extraneous information if collected must also 
Module_13_Data_Analysis_96,750430,757249,"be considered for the final interpretation, they may have a key factor in them. Third, "
Module_13_Data_Analysis_97,757249,764819,consult an expert in the field before embarking the final interpretation. The expert might 
Module_13_Data_Analysis_98,764819,771640,"give an insight into the research result, which will further help the researcher.  "
Module_13_Data_Analysis_99,771640,778300,"And finally, all relevant factors must be considered before finishing the final interpretation. "
Module_13_Data_Analysis_100,778300,784850,The researcher must not be in a haste. He might come to an inaccurate result because 
Module_13_Data_Analysis_101,784850,786899,of such a haste. 
Module_13_Data_Analysis_102,786899,794050,"Now, what are the types of data analysis? Data analysis can be divided into two types, "
Module_13_Data_Analysis_103,794050,802439,there is a descriptive data analysis and influential analysis. Descriptive analysis has been defined 
Module_13_Data_Analysis_104,802439,812069,by C Emory as largely the study of distribution of one variable. This study provides us with 
Module_13_Data_Analysis_105,812069,820620,"profiles of companies, work groups, persons and other subjects on any multiple characteristics, "
Module_13_Data_Analysis_106,820620,826240,"such as size, composition, efficiency, preference, etcetera. "
Module_13_Data_Analysis_107,826240,834250,"Now, an illustration of a descriptive analysis is that, let's say the researcher is collecting "
Module_13_Data_Analysis_108,834250,841480,data from various law colleges in India to map the job preferences of students in the 
Module_13_Data_Analysis_109,841480,850199,"final year of L L B . In such a research, job preferences like litigation, corporate, "
Module_13_Data_Analysis_110,850199,855899,"further studies, judiciary, etcetera become the variables. "
Module_13_Data_Analysis_111,855899,864220,Tools which are used under descriptive analysis are percentage and mean method. The data under 
Module_13_Data_Analysis_112,864220,871990,"descriptive analysis are then further represented in a graph. Now, coming to inferential analysis. "
Module_13_Data_Analysis_113,871990,879670,For testing hypotheses in order to determine with what validity data can be set to indicate 
Module_13_Data_Analysis_114,879670,884279,"some conclusion or conclusions, inferential analysis is used. "
Module_13_Data_Analysis_115,884279,890689,"Now, an illustration of this can be that the researcher studying the access to justice "
Module_13_Data_Analysis_116,890689,897579,system in India. And his hypothesis being that the Indian justice delivery system favors 
Module_13_Data_Analysis_117,897579,904329,the haves and marginalizes the have-nots. The data collected is from various stages 
Module_13_Data_Analysis_118,904329,913010,"in the delivery system like police station, Courts of Justice, litigants, etcetera.   "
Module_13_Data_Analysis_119,913010,919850,"Once the data is collected, processed, then the researcher does the inferential analysis to "
Module_13_Data_Analysis_120,919850,925819,test the validity of the hypothesis. 
Module_13_Data_Analysis_121,925819,931899,"What are the general characteristics of analysis of data? First, the researcher should keep "
Module_13_Data_Analysis_122,931899,938529,"in mind that analysis will vary depending upon the nature of the study, that is, whether "
Module_13_Data_Analysis_123,938529,945699,the study undertaken is a qualitative study or quantitative study or a mixed combination 
Module_13_Data_Analysis_124,945699,952149,of the both. Second characteristic that the researcher must keep in mind regarding analysis 
Module_13_Data_Analysis_125,952149,959339,of data is that researcher should possess thorough knowledge of the area of research 
Module_13_Data_Analysis_126,959339,960589,and data collected. 
Module_13_Data_Analysis_127,960589,967199,"Third characteristic is that the data to be analyzed and interpreted should be reducible, "
Module_13_Data_Analysis_128,967199,974050,be readily disposed to quantitative treatment and have significance for some systematic 
Module_13_Data_Analysis_129,974050,981459,theory and can serve as broad generalization. Fourth general characteristic that should 
Module_13_Data_Analysis_130,981459,988059,be kept in mind regarding analysis of data is that researcher must keep a clear set of 
Module_13_Data_Analysis_131,988059,995639,"hypotheses formulated at the very start of the research, which will lead to clearer actions "
Module_13_Data_Analysis_132,995639,1000080,and better data collection as well as analysis. 
Module_13_Data_Analysis_133,1000080,1006529,"Fifth characteristic is that in case the data collected is from vague clues, rather than "
Module_13_Data_Analysis_134,1006529,1014170,"according to the specific hypothesis. In such cases, the data are analyzed inductively, "
Module_13_Data_Analysis_135,1014170,1021760,"or investigated during the process and not by means of any prescribed set of rules. Six, "
Module_13_Data_Analysis_136,1021760,1030640,"for a successful study, the researcher must keep in mind the task of analysis and interpretation "
Module_13_Data_Analysis_137,1030640,1035569,should be designed before the data is actually collected. 
Module_13_Data_Analysis_138,1035569,1044959,Data Analysis also includes statistical analysis. Statistics is an important tool for a researcher. 
Module_13_Data_Analysis_139,1044959,1051350,"The science of collection, presenting and analysis and interpretation of numerical data "
Module_13_Data_Analysis_140,1051350,1059020,"is termed to be statistics. Statistics is useful in old fields of research and study, "
Module_13_Data_Analysis_141,1059020,1067059,including law. In a research with a large data statistics helps introducing such data 
Module_13_Data_Analysis_142,1067059,1073320,"into a more manageable size for the purpose of analysis, and further interpretation. "
Module_13_Data_Analysis_143,1073320,1080690,"Now, coming to an illustration, where statistics can be of use to a law researcher.  "
Module_13_Data_Analysis_144,1080690,1089600,"The researcher, let's say is doing an impact analysis of the national security, National Food Security "
Module_13_Data_Analysis_145,1089600,1096029,"Act of two thousand thirteen. In the National Capital Territory, the universe of the researcher "
Module_13_Data_Analysis_146,1096029,1102840,in such a case is Delhi and the population is all the segments of people who are eligible 
Module_13_Data_Analysis_147,1102840,1109950,"for the food under the said act. The tools of data collection chosen by the researcher, "
Module_13_Data_Analysis_148,1109950,1112710,let's say is the survey method. 
Module_13_Data_Analysis_149,1112710,1119809,"Once the data is collected, the size of the data would be big. Here, the statistical tool "
Module_13_Data_Analysis_150,1119809,1127490,"would be of great assistance to the researcher to achieve his research objective. Now, statistics "
Module_13_Data_Analysis_151,1127490,1135750,"also has certain limitations, which should be kept in mind by any researcher who is employing "
Module_13_Data_Analysis_152,1135750,1139130,statistical analysis in his research. 
Module_13_Data_Analysis_153,1139130,1148929,"Some of these limitations are, first, qualitative values like subjective perceptions, qualities "
Module_13_Data_Analysis_154,1148929,1158220,and attributes are not considered under statistics. It only considers quantities. This by far 
Module_13_Data_Analysis_155,1158220,1165929,is the greatest limitation of statistics. Second limitation is that statistics studies 
Module_13_Data_Analysis_156,1165929,1173870,and analyzes group attributes rather than individual characteristics and values. 
Module_13_Data_Analysis_157,1173870,1182880,Another limitation of statistics is that statistical analysis is mostly based on average.  
Module_13_Data_Analysis_158,1182880,1191630,"Hence, the inferences drawn through them are only approximate and not exact like that of mathematics. "
Module_13_Data_Analysis_159,1191630,1199559,"Fourth, limitation of statistics is that it only helps discover, analyze certain characteristics. "
Module_13_Data_Analysis_160,1199559,1207890,"It does not explain the entire picture. Hence, it only forms a part of the inference and "
Module_13_Data_Analysis_161,1207890,1216299,statistical interpretation is part of the larger interpretation of the available data. 
Module_13_Data_Analysis_162,1216299,1223210,"Now, there are certain tools which are generally employed for statistical analysis, I would "
Module_13_Data_Analysis_163,1223210,1230800,"name a few. First is measure of central tendency, measuring dispersion, measure of asymmetry, "
Module_13_Data_Analysis_164,1230800,1240039,"and finally, the fourth one, measure of relationship. These four are different types of tools that "
Module_13_Data_Analysis_165,1240039,1249240,any person specifically a researcher employs for the analysis of the data which is statistical. 
Module_13_Data_Analysis_166,1249240,1257480,These days statistical software packages are also available. Softwares packages are basically 
Module_13_Data_Analysis_167,1257480,1262620,computerized statistical data analysis. 
Module_13_Data_Analysis_168,1262620,1269480,"Some of the packages are the popular ones like SAS , which stands for statistical analysis "
Module_13_Data_Analysis_169,1269480,1278419,"system and SPSS , which is statistical package for social sciences. Now, then what happens "
Module_13_Data_Analysis_170,1278419,1286380,to a data analysis when there is hypotheses in the research. When specific hypothesis 
Module_13_Data_Analysis_171,1286380,1293580,"has been set down, then the major part of analysis involves getting the appropriate "
Module_13_Data_Analysis_172,1293580,1300730,"combination of data and reading them, so as to verify or falsify the hypothesis. "
Module_13_Data_Analysis_173,1300730,1308401,"A hypothesis, which is tested for possible rejection is known as null hypothesis.  "
Module_13_Data_Analysis_174,1308401,1314700,The null hypothesis is very useful in testing the significant difference between what was 
Module_13_Data_Analysis_175,1314700,1321740,"assumed and observed value. Now, there are certain precautions which every researcher "
Module_13_Data_Analysis_176,1321740,1327299,should keep in mind while analyzing and interpreting a data. 
Module_13_Data_Analysis_177,1327299,1333820,First precaution is that comprehensive knowledge and proper perspective must be there.   
Module_13_Data_Analysis_178,1333820,1340310,The researcher while analyzing the data must have thorough knowledge of the research from a 
Module_13_Data_Analysis_179,1340310,1349440,"wider perspective, rather than analyzing the immediate element of the problem. Second precaution "
Module_13_Data_Analysis_180,1349440,1355650,that can be taken by the researcher for analysis and interpretation of the data is that he 
Module_13_Data_Analysis_181,1355650,1364300,should take into account all pertinent elements. All relevant factors must be considered while 
Module_13_Data_Analysis_182,1364300,1371760,"analyzing. Failure to do so, will make the generalizations drawn inaccurate. "
Module_13_Data_Analysis_183,1371760,1378270,Another precaution that the researcher must keep in mind is the limitation of the study. 
Module_13_Data_Analysis_184,1378270,1384809,"The researcher must always mention all the limitations in the study, like let's say non "
Module_13_Data_Analysis_185,1384809,1392929,"representation in sampling, bias in the data, inadequacy in the design, inaccurate statistical "
Module_13_Data_Analysis_186,1392929,1395740,analysis to name a few. 
Module_13_Data_Analysis_187,1395740,1401740,Another precaution that the researcher must always bear in mind before analyzing an interpretation 
Module_13_Data_Analysis_188,1401740,1410480,"is proper evaluation of data, suitable interpretation of data lies on proper evaluation of facts. "
Module_13_Data_Analysis_189,1410480,1416330,The researcher must interpret and analyze the data thoroughly himself for better use. 
Module_13_Data_Analysis_190,1416330,1428070,"Now, part of data analysis is also data representation. There are various forms of data representation "
Module_13_Data_Analysis_191,1428070,1433590,"and the primary one and the most attractive one is the diagrammatic representation, which "
Module_13_Data_Analysis_192,1433590,1439700,is user diagrams in representing the data which has been analyzed. There are various 
Module_13_Data_Analysis_193,1439700,1447010,"types of data representations like graph, bar diagram, pie chart, histograms, pictograph. "
Module_13_Data_Analysis_194,1447010,1454659,We will look at these in the subsequent slides. 
Module_13_Data_Analysis_195,1454659,1463000,"In a graph, there are two axises, the X and the Y, X axis is horizontal and the Y axis "
Module_13_Data_Analysis_196,1463000,1470110,is vertical intersecting the X axis. The point where intersection occurs is the place of 
Module_13_Data_Analysis_197,1470110,1478600,origin. The independent variable are scaled on the X axis and the dependent ones on the Y axis.  
Module_13_Data_Analysis_198,1478600,1485429,In the above example of the graph the growth of female literacy in India since 
Module_13_Data_Analysis_199,1485429,1493289,"independence has been shown. The X axis has the years, while the Y axis has the rate of "
Module_13_Data_Analysis_200,1493289,1496630,growth of women literacy in India. 
Module_13_Data_Analysis_201,1496630,1502820,Next example of a diagrammatic representation is a bar diagram. The bar diagrams are drawn 
Module_13_Data_Analysis_202,1502820,1509890,"either vertically or horizontally, each bar indicating the value of the variable.  "
Module_13_Data_Analysis_203,1509890,1518029,"In the illustration, the bar diagram indicates by way example, what was the voters turnout till "
Module_13_Data_Analysis_204,1518029,1524539,the year two thousand ten general election in the state of Delhi. The data is merely 
Module_13_Data_Analysis_205,1524539,1530409,for illustrative purposes. Another type of data representation through diagram is a pie chart.  
Module_13_Data_Analysis_206,1530409,1539620,"In a pie chart, the data is presented in the form of a circle with each category "
Module_13_Data_Analysis_207,1539620,1545679,occupying a segment that is proportional according to the size of its data. 
Module_13_Data_Analysis_208,1545679,1552299,"In the illustration, the percentage distribution of the various types of crimes in India in "
Module_13_Data_Analysis_209,1552299,1559039,the year two thousand has been highlighted. Another diagrammatic representation example 
Module_13_Data_Analysis_210,1559039,1566490,"is a pictograph. Under a pictograph, each picture represents a certain number, and the "
Module_13_Data_Analysis_211,1566490,1573500,total number of pictures give the total number of events or elements. Following is an example 
Module_13_Data_Analysis_212,1573500,1579759,"of it, where population of Middlebury from the year nineteen forty one to two thousand "
Module_13_Data_Analysis_213,1579759,1587419,"one has been represented. In it each figure represents thousand persons. So, one can calculate "
Module_13_Data_Analysis_214,1587419,1591450,the total amount by counting them. 
Module_13_Data_Analysis_215,1591450,1598600,"Another example of data representation through diagram is a histogram. In histogram, the "
Module_13_Data_Analysis_216,1598600,1605860,values of variables are represented in vertical bars drawn adjacent to each other. The difference 
Module_13_Data_Analysis_217,1605860,1613320,"between a graph and a histogram is that while in a graph points are plotted, and then joined "
Module_13_Data_Analysis_218,1613320,1619919,"with each other. In a histogram, only bars are drawn. A histogram can be transformed "
Module_13_Data_Analysis_219,1619919,1626509,into a line graph by joining the middle points of the tops of the blocks with straight lines. 
Module_13_Data_Analysis_220,1626509,1632929,Following is an example of a histogram representing the final scores of the students. 
Module_13_Data_Analysis_221,1632929,1640649,"Hence, in this presentation, we saw that data analysis is an important step of the entire "
Module_13_Data_Analysis_222,1640649,1648840,"research process. Through data analysis, a researcher learns systematic and scientific "
Module_13_Data_Analysis_223,1648840,1653389,researching skill and how the researching that has been done by him can be put to accurate findings.  
Module_13_Data_Analysis_224,1653389,1662010,"Through data analysis, the command over various tools and techniques is learned. "
Module_13_Data_Analysis_225,1662010,1667750,And then a more fulfilling and fruitful result of the entire research outcome is possible. 
Module_13_Data_Analysis_226,1667750,1669049,Thank you. 
Module_3_Legal_Reasoning_0,33510,39780,"Dear students. I’m Doctor Manish Singh. I’m from doctor Ram Manohar Lohiya, National "
Module_3_Legal_Reasoning_1,39780,47239,"Law University, Lucknow. I will be discussing a module on Legal Reasoning. This aims at "
Module_3_Legal_Reasoning_2,47239,53159,the following learning outcomes. It aims to introduce you to the concept of legal reasoning 
Module_3_Legal_Reasoning_3,53159,61519,and its importance. It helps you understand the basic components in legal reasoning.  
Module_3_Legal_Reasoning_4,61519,69399,It makes you understand the role of logical reasoning in law and it also helps you to know about 
Module_3_Legal_Reasoning_5,69399,77650,the various types of legal reasoning methods in terms of kinds of arguments. 
Module_3_Legal_Reasoning_6,77650,83160,Legal reasoning as a concept is a process of thinking which helps a researcher to come 
Module_3_Legal_Reasoning_7,83160,89619,to decision relating to law. Law is a tool of social control that attempts to resolve 
Module_3_Legal_Reasoning_8,89619,95080,"conflicts in the society, to direct current activity while maintaining continuity with "
Module_3_Legal_Reasoning_9,95080,102760,"the past, and to control the future by laying down procedures, approaches and theories. "
Module_3_Legal_Reasoning_10,102760,108729,Every decision must be guided and followed by a logical reasoning which takes into account 
Module_3_Legal_Reasoning_11,108729,115229,"the past decisions and statutes, the present position of the parties to the cases and its "
Module_3_Legal_Reasoning_12,115229,122750,own impact on future activity. There are four basic components in legal reasoning 
Module_3_Legal_Reasoning_13,122750,132870,"which applies to legal process. They are logic, justice, experience and policy. Logic refers "
Module_3_Legal_Reasoning_14,132870,139629,to the internal consistency and equal application of the law. It refers to more than formal 
Module_3_Legal_Reasoning_15,139629,147940,logic; formal logic is the science of deriving a conclusion from stated premises. It is not 
Module_3_Legal_Reasoning_16,147940,154709,directly concerned with either true or false. A person can obtain a false but logically 
Module_3_Legal_Reasoning_17,154709,161340,"correct conclusion from a false premise. Therefore, logic prefers to make correct application "
Module_3_Legal_Reasoning_18,161340,169599,of precedents and equal application of law. Justice is to do right between the parties. 
Module_3_Legal_Reasoning_19,169599,175400,Experience is an important component in legal reasoning. The life of the law has not been 
Module_3_Legal_Reasoning_20,175400,183349,"logic, it has been experience. Experience gives power to give good legal judgements. "
